,Date,Tweets
1880,2019-10-14,@JioCare Issue not solved yet. I'm yet to get refund &amp; #jio is enjoying credit of my money. Pathetic
1881,2019-10-14,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
1882,2019-10-14,"RT @ShantirBhavatu: #Airtel subscribers in India are the happiest, says #Jio chief. https://t.co/5hW2qDfYAO"
1883,2019-10-14,"RT @Soyeahhhdarsini: Airtel Wilding
#JioOnIUC #Airtel #Jio https://t.co/1pa5vy9OKp"
1884,2019-10-14,"RT @GreenMirchiii: #Jio invitation to customers...
#JioOffers
#JioUsers https://t.co/jSfRJ44RTp"
1885,2019-10-14,@airtelindia Always... you are truly a leader in the field of mobile network... congratulation #SunilMittal hi fighting hard in tough time... let's beat #JIO together for it's fake promises... #airtel
1886,2019-10-14,"RT @Soyeahhhdarsini: Airtel Wilding
#JioOnIUC #Airtel #Jio https://t.co/1pa5vy9OKp"
1887,2019-10-14,"@VodafoneIN You all are still overpriced, bad service in village and near by city, thank to #jio they provide good service at every corner of the India."
1888,2019-10-14,Even in 2019 the Indian players #Jio #Airtel #Vodafone will fail the test #InternetSpeed #4G #telecom https://t.co/VrvCGE5Lzv
1889,2019-10-14,"Finally jio proved nothing is permanent
#Jio"
1890,2019-10-14,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
1891,2019-10-14,"RT @ShantirBhavatu: #Airtel subscribers in India are the happiest, says #Jio chief. https://t.co/5hW2qDfYAO"
1892,2019-10-14,"RT @ShantirBhavatu: #Airtel subscribers in India are the happiest, says #Jio chief. https://t.co/5hW2qDfYAO"
1893,2019-10-14,"Trolling level: @airtelindia 
#jio https://t.co/56OO2kacqw"
1894,2019-10-14,@reliancejio @JioCare #jio internet connection is not working kannauj men City
1895,2019-10-14,"RT @Soyeahhhdarsini: Airtel Wilding
#JioOnIUC #Airtel #Jio https://t.co/1pa5vy9OKp"
1896,2019-10-14,"#Jio , #JioDigitalLife Signal is very weak for the past few days in Shahjahanpur Cantt area."
1897,2019-10-14,"@reliancejio @JioCare will you resolve my issue or should I switch to some other network??
#bhilai #Jio #CustomerService #CustomerExperience"
1898,2019-10-14,"@reliancejio I want to switch from #airtel to #Jio, is it possible please let me know as I just switched from postpaid to prepaid.

Hurry up !!!"
1899,2019-10-14,"See the difference between #WiFi  and #jio service. People are being fool of this #jiocare network service. 
@JioCare @reliancejio https://t.co/93jOyIK48N"
1900,2019-10-14,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
1901,2019-10-14,"According to latest global competitive report of World Economic Forum India's rank falls 10 places to 68th position. Always competition lowers prices and improve quality of service/product.
If #BSNL removed from market, then crook like #JIO will establish its monopoly on market. https://t.co/JpgOJUAkTN"
1902,2019-10-14,@er_shahrukh_ @Airtel_Presence @reliancejio #bycottjio #Airtel #jio jio has one plan for all.  I had airtel. They had hundreds of plans.  But when you go to them after first month they only have the costliest of plans.  Jio had the same plan all over India .  this is not a paid promotion or working for jio thus is true).
1903,2019-10-14,"RT @im_Indra07: Messages: You have exhausted your daily high speed internet quota of 1.50 GB on your #Jio Number  as of 13-Oct-19 19:29. 
.…"
1904,2019-10-13,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
1905,2019-10-13,"* When All Are Talking About #Jio And #Airtel *

#Vodafone, #Idea, #BSNL  Be Like : https://t.co/4gfRMAInJ5"
1906,2019-10-13,"Thse pple who ha
ve started criticising #Jio 4 taking 6p/min &amp; making fun of #JioUsers . Jio is nt getting any benefit from this 6p. This amount jio has 2 give it to rival companies only &amp; for so many months jio is spending this amount on its own @reliancejio @JioCare #JioOnIUC"
1907,2019-10-13,"@ahirrao_aditya oh yes! 
@airtelindia please take a look at this!
Realise before you criticise! 
Trolling is easy when you can't bring transforming change in the business! 
#JioUsers #Jio @reliancejio https://t.co/1OtSDNHaCc"
1908,2019-10-13,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
1909,2019-10-13,"#TRAI overlooked #Jio, which the later made good use of to increased its base. Now when the entry logic is coming up against the growth then jio changes its policies.

Overall, #TelecomSector went down cuz of mang recent uncompetitive things. 

https://t.co/5yCAl0Ny52"
1910,2019-10-13,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
1911,2019-10-13,"RT @mpparimal: #Reliance Jio has brought #Digital Revolution in #India. #Jio to Jio voice calls are absolutely free, means calls to 34 cror…"
1912,2019-10-13,"RT @harsh96vira: @reliancejio @JioCare no network coverage in Vaishali Nagar, Bhilai, Chhattisgarh since a year. Customer care executive te…"
1913,2019-10-13,"@Nitika_A @suchetadalal @suhasinih : its #Jio LOSS(@ *Arey and @ opposite , *Delhi-University(Which is already #Sold) to #Reliance at throw away PRICE, besides Narogi_Nagar in #South_Delhi(against 25,000Cr, is #sold @ 10,000Cr to #Ambanis)...where i #Bid @ 50,000Cr, turned-down.?"
1914,2019-10-13,"RT @anchal_renjit: @JioCare @reliancejio @TRAI
Don't know why #Jio for #Public
#Delhi #metrocity #terrible #InternetSpeed
Time to #QuitJio…"
1915,2019-10-13,RT @rshprasad: @reliancejio trying to cheat it's own consumers with 6 paisa call rate?  Because of these consumers they are in this positio…
1916,2019-10-13,#Jio why ur network is slow in gaya bihar plz give valid reason
1917,2019-10-13,"RT @PankajP41845451: Still after recharging my jio number with rs 149+10 iuc... 
I still got 30 min free
Which supposed to be 124 min
What…"
1918,2019-10-13,"@SaveMumbaifore1 @Nitika_A @AUThackeray @TandonRaveena @deespeak @VishalDadlani @ImRo45 @rajcheerfull @ashokepandit @ReallySwara @RiaRevealed @IamOnir @FFFIndia @irajdeep @suchetadalal @suhasinih @sardesairajdeep that #Reliance sold *Cotton(went for a Loss), sold #Only_Vimal went for a Loss, sold #Jio went for a Loss, now 'Who is RECOVERING their #LOSS.?...its #GoI ...@irajdeep ji, @suchetadalal @suhasinih @sardesairajdeep ...despite gave @possession @NaroginiNagar And @DelhiUniversity..?"
1919,2019-10-13,"Still after recharging my jio number with rs 149+10 iuc... 
I still got 30 min free
Which supposed to be 124 min
What is happening to jio
#jio #BoycottJio #NoMoreIUC #ScrapIUC"
1920,2019-10-13,RT @rij79: 6 paise a minute means 60 paise if you speak for 10 mins . No one today speaks more than that. 6 rupees if u speak for an hour .…
1921,2019-10-13,"RT @im_Indra07: Messages: You have exhausted your daily high speed internet quota of 1.50 GB on your #Jio Number  as of 13-Oct-19 19:29. 
.…"
1922,2019-10-13,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
1923,2019-10-13,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
1924,2019-10-13,"RT @im_Indra07: Messages: You have exhausted your daily high speed internet quota of 1.50 GB on your #Jio Number  as of 13-Oct-19 19:29. 
.…"
1925,2019-10-13,"6 paise main crore o ki marketing karna koi Jio sey seekhe.
Bottom line:
You know you’re a force to reckon with when your competitors start marketing their product via your name.
#jio #marketingmanagement"
1926,2019-10-13,"#jio user k saath khilvad karte hai 
YouTube pe video dekho to inka Net 30kbps pe chalega or agar Jiocenema pe aap low quality me video play karo ge to 5 minutes me 3GB data use ho jayega.Agar aap Jio cenema pe video low quality 0.17/hour pe set karke b net chalo to 5 minutes hi"
1927,2019-10-13,"Messages: You have exhausted your daily high speed internet quota of 1.50 GB on your #Jio Number  as of 13-Oct-19 19:29. 
.
.
#RahulGandhi :

https://t.co/BJSLr6JY77"
1928,2019-10-13,"Ported to @reliancejio from @VodafoneIN But the decision seems the biggest mistake of my life .No Rs.50 Vouchers,No cashback,Now i have to pay extra IUC and for what? Worst network #Jio https://t.co/JtMIZaBGi5 speed.. pathetic.Complained to Care &amp; https://t.co/bAVbeunYRT Luck! https://t.co/LBdqY3pVBv"
1929,2019-10-13,RT @sriharibabu: @thesuniljain Paid artist for #jio
1930,2019-10-13,"RT @SandeepShende: The unethical business practises of #JIO has put whole Indian Telecom industry at jeopardy. 
The saga of being sabotaged…"
1931,2019-10-13,"RT @SaraswatiHebbar: #Jio in ICU,  implement  #IUC....!!!!!
😳😱😳😱😳😱
#Port in to healthy #BSNL...!!! https://t.co/hByWnp5U01"
1932,2019-10-13,RT @sriharibabu: @thesuniljain Paid artist for #jio
1933,2019-10-13,"RT @SandeepShende: The #Jio cheat exposed... 

Rate :6 p/min 
If u talk to only non jio user :
Avg calls duration per month = 761 mins.  
C…"
1934,2019-10-13,"@reliancejio thanks for your message happy to listen this from you, want to port from @JioCare to @Idea @VodafoneIN @airtelindia @BSNLCorporate tell me your best plan  for it.
#Goodbye #Jio #JioDigitalLife #jiobye https://t.co/OdiWaAPcwg"
1935,2019-10-13,RT @sriharibabu: @thesuniljain Paid artist for #jio
1936,2019-10-13,Time to shift to #idea from #Jio
1937,2019-10-13,"RT @DPVEU_: Free Means Free 🤣
#Airtel #Vodafone #Jio https://t.co/cnEGHMtiab"
1938,2019-10-13,I want to.port my jio number @reliancejio @JioCare to Vodafone @VodafoneIN #Not for interconnect call charges. Worst internet speed ever. Bye bye #Jio.
1939,2019-10-13,@reliance @jio #jio Hume Jine do... network is just a word of 4g...never give speed as promised. https://t.co/Gi3fuJnaXP
1940,2019-10-13,"If you want to experience forgotten 2g speeds on cellular network please use jio 4g sim. Been using jio from the beginning. Never felt such let down. Why are you doing this? Only pizza ki guarantee hai is desh mein
 #Jio 
#Jioslowdown
#JioUsers"
1941,2019-10-13,@Airtel_Presence Hi Team! I am yet to be refunded for the charges levied on my number😑 Its been 3 days since I was promised . #airtel #jio #CustomerService
1942,2019-10-13,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
1943,2019-10-13,"RT @ShantirBhavatu: #Airtel subscribers in India are the happiest, says #Jio chief. https://t.co/5hW2qDfYAO"
1944,2019-10-13,"@ahmedalifayyaz And what about Pre_on_post, i mean @JioCare. Is #jio also going to b restored tomarrow. 
#help
#concern"
1945,2019-10-13,"350 million customers of Reliance Retail's physical marketplace + 215 million users of Jio's digital infrastructure and services  - A winning combination? 

#retail #india #jio https://t.co/OXuYZocGJR"
1946,2019-10-13,#jio we should going others oprater because he know 1000-2000 chale BHI jayege to hamara kya Jane wala hai dam @JioCare @DoT_India @TRAI @DrSJaishankar @iamsrk @imVkohli @msdhoni @IMGReliance https://t.co/KJjhyP7HRF
1947,2019-10-13,Neither indira nor modi has changed india to that extent and reach the way Ambani changed life of Indian people. #GameChanger #Jio #Reliance from 999rs phone #karloduniyamuthimai to unlimited calling and 4G data of jio. India has been changed in 15 years
1948,2019-10-13,@VodafoneIN your play service not opening with your  worthless mobile internet but with #Jio net it's opened. You are talking about no IUC charges but I'm paying 499/- for worthless 75 GB data &amp; huge cracked unlimited calls so compensate my hard earned money
1949,2019-10-13,"RT @supamcb: At first @reliancejio was a Lollypoop to gain customers, now trying to loot them... Oh what a master stroke !

I stopped using…"
1950,2019-10-13,"@VodafoneIN @VodafoneIN  go to hell , first coverage do, uske baad ana unlimited plan ke sath . #jio is better than you ."
1951,2019-10-13,"RT @GreenMirchiii: #Jio invitation to customers...
#JioOffers
#JioUsers https://t.co/jSfRJ44RTp"
1952,2019-10-13,"@reliancejio @JioCare I don't mind spending 6p/min
I dnt evn mind spnding ₹1/min
Just give me better network coverage and better service
Been complaining about network and call drop issues since i mved frm Vodafone to Jio and still u guys have not solved it yet. #jio #JioOnIUC"
1953,2019-10-13,"RT @Soyeahhhdarsini: Airtel Wilding
#JioOnIUC #Airtel #Jio https://t.co/1pa5vy9OKp"
1954,2019-10-13,RT @sriharibabu: @thesuniljain Paid artist for #jio
1955,2019-10-13,@thesuniljain Paid artist for #jio
1956,2019-10-13,"🤬 to @jiocare because Hate this love Airtel

Jio in India: speed, performance, outages and user reviews
👉 https://t.co/Wnh34JldLB

#fing #internet #Jio

via @fingapp @outagedetect"
1957,2019-10-13,RT @the_news_21: Jio to charge users 6 paisa/min in view of TRAI’s review of IUC regime https://t.co/sNwjsXVV46 #BoycottJio #JioUsers #Jio…
1958,2019-10-13,RT @BandanaMrs: @thesuniljain @reliancejio @TRAI @airtelindia @VodaIdea_NEWS Sorry as per# INDIAN CONTRACT ACT 1872 WHEN GIVING #JIO PROMIS…
1959,2019-10-13,"You fcukers always want damn cheap tariffs, do u have any idea how telecom industry is bleeding because of #boycottjio what is debt of #Jio others not complaining IUC why #Jio. https://t.co/zuTp5LIKJ6"
1960,2019-10-13,"RT @AnilKrji: The public of the Nation knows.
#Jio  can not make them fool any more.
They have become more intelligent and knows that #BSNL…"
1961,2019-10-13,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
1962,2019-10-13,"RT @sumit_sharma_07: Dear @airtelindia , b4 mocking @reliancejio kindly look into ur own services. #Xstream crashes without loading anystuf…"
1963,2019-10-13,"RT @RajputMithiles5: @JioCare @RJaaglan4234 There is no network at this time better than #Jio  in the whole country, some people are spread…"
1964,2019-10-13,RT @sam_01_anand: @ShauryaDJoshi @BSNLCorporate Its A Sad New For #Jiophone user. Again @reliancejio Has Disappointed a lot as they have Re…
1965,2019-10-13,"#KareenaKapoorKhan​- @aliaa08 make heads turn as their regal black spells its magic on the #redcarpet, @ananyapandayy ​- #JanhviKapoor​ too turn up in their glamorous best at #Jio's #MumbaiAcademyofMovingImage Mela With Star 2019

https://t.co/WMvOp0MDXQ"
1966,2019-10-13,"Its time move out of #Jio to another operator like #Airtel #Vodafone #Idea.

As committed by #RelianceJio and as current announcement with no reductionin in earlier #unlimited tariff, it is clearly mischief and misleading by #Reliance."
1967,2019-10-13,"Me to god: why would jio charge ""IUC"" from now🤷‍♂️🤦‍♂️
God: get a look on charges before 5 September 016 and compare them with new charges of other networks.!! 
.....so moral is jio came here just to low other networks prices🙏🙏
 #jionews #JioUsers #Jio #JioDigitalLife #JioOnIUC"
1968,2019-10-13,"#jio :- Now, Jio users will have to pay 6 paisa/min for calling other companies' customers

#Airtel girl :- https://t.co/UNTzaxI13O"
1969,2019-10-13,"@JioCare @reliancejio worst ever network by jio in village aurangabad kheri tehsil mitali 0% connectivity even though network is not enough to make call how anyone can use that jiophone &amp; 4g data, by this 0 network you guys are dreaming of no. 1 network if india, worst ever #Jio"
1970,2019-10-13,"RT @Soyeahhhdarsini: Airtel Wilding
#JioOnIUC #Airtel #Jio https://t.co/1pa5vy9OKp"
1971,2019-10-13,"In Public Interest 😂😂

#IUC  #Jio #RelianceJio https://t.co/k2A8QYA0Av"
1972,2019-10-13,"Jio point which is present in patnagarh branch pin:- 767025 is not providing good service.The member is not giving a single attention to costumers.People are coming with a huge expectation but going with a sad expression.

@JioCare
@reliancejio
#JioUsers
#Jio
#JioDigitalLife
#ptg"
1973,2019-10-13,"Many predicted Jios predatory price will lead to Monopoly. TRAI is now left with less than 4 players for auctioning. Life Time free voice call another big lie #Jio #JioOnIUC 
https://t.co/CV8tfuQRWo"
1974,2019-10-13,"Dear @airtelindia , b4 mocking @reliancejio kindly look into ur own services. #Xstream crashes without loading anystuff
A total disappointment and total disaster app
Pls focus on your own Services rather than trying to be cool on #SocialMedia
#Twitterwar #airtel #Jio #JioUsers https://t.co/B8uiqIXBTx"
1975,2019-10-13,Hell with #Jio how much IUC u got from other operators pls explain. Is it zero for u. #boycottjio https://t.co/cL3zW7veKM
1976,2019-10-13,@JioCare Kindly tell me how can I shutdown my #Jio number permanently.
1977,2019-10-13,"RT @SAMdLaw: Precisely! Before #Jio, ₹1/min or 1p/s. They tried to undercut the competition with free calls forever &amp; 1GB data per day. Min…"
1978,2019-10-13,".. giving Rs.50 for calling other network. I dont want. 
Solve the issue. Either you cancel my plan and refund my Rs.449 or extend my plan to 91 days. #jio #TRAI"
1979,2019-10-13,"@reliancejio If you pay #IUC charge... U also get sufficient iuc from other operators ... Then why you charge it separately?
What happens with 399 which we pay ...??? #jio ans plz."
1980,2019-10-13,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
1981,2019-10-13,"#jio #iuccharge #AbTohSahiChuno #IDEA #airtel @airtelindia @Idea @VodafoneIN @reliancejio @reliancejio
Now for JIO ""Free means 6paisa/min"" #hahaha good lesson to @reliancejio #AbAayegaMaza
Now @reliancejio is begging 6paise from customers.
#lootera_company @reliancejio"
1982,2019-10-13,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
1983,2019-10-13,"RT @MKULDEEP666: @amitbhawani

 https://t.co/C4HL5L76wG 

Jio takes a U-Turn! 
No More Free Phone Calls 😡

Know everything about the new ch…"
1984,2019-10-13,This is no rant against #Jio or I'm against them but blaming the system/processes for failure is absolutely wrong coz now we can see its #Jio who pushed it to being it's limit. Now they r acting like incumbents. Kar Lo Duniya Mutthi Mein!!! n/n
1985,2019-10-13,"A party till it lasted with its deep pockets &amp; now they are looking at consumers. A standard op for #Reliance. One more thing, its been observed 2G works everywhere but 3G, 4G, LTE are patchy at best &amp; I believe #Jio doesn't have 2G (cheap LTE phones). 4/n"
1986,2019-10-13,"All other operators are paying IUC, now we know how: 1 day less validity &amp; 0.1GB less in data &amp; #Jio always tried to push limits by saying they give more. All point to #Jio is culprit &amp; not victim as its trying to paint. 3/n"
1987,2019-10-13,"If #Jio was generous for 3yrs with free calls &amp; now calling unsustainable, its a scenario created by them. Why full 6p/min IUC &amp; not being generous with discount now? They are taking this opportunity to kill competition again playing the same victim card. 2/n"
1988,2019-10-13,"Precisely! Before #Jio, ₹1/min or 1p/s. They tried to undercut the competition with free calls forever &amp; 1GB data per day. Minor players lost, Idea-Vodafone merged, claimed victim for connectivity issue (now we know why coz they were not paying IUC). 1/n https://t.co/YXNZvULipP"
1989,2019-10-13,"@reliancejio #jio
jio' customer excutive directly told me. can't take  a complaint and can't give complaint number... because.. it's a jio's protocol...so, why open jio complaint section?

every night jio speed  20 to 70 kbps speed...... is it 4g speed ?"
1990,2019-10-13,"RT @SandeepShende: The #Jio cheat exposed... 

Rate :6 p/min 
If u talk to only non jio user :
Avg calls duration per month = 761 mins.  
C…"
1991,2019-10-13,"All of my friends are using Jio and I am using @airtelindia . As that #Jio  Charges 6 paise/min for calling at other networks . So my friends are forcing me to port into @JioCare so that they can call me freely without any cost.
 Please help @JioCare for Porting."
1992,2019-10-13,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
1993,2019-10-13,"RT @Arya_Here: @airtelindia Well that cost us 6 Paise because of the Missed Calls from you and the others.
Also be ready to charge the same…"
1994,2019-10-13,"RT @ShantirBhavatu: #Airtel subscribers in India are the happiest, says #Jio chief. https://t.co/5hW2qDfYAO"
1995,2019-10-13,RT @ShivaKu90146817: Complete 5 min lesson on kundalini Jagran. BEST explanation ever. #straight #jio #MithaliRaj #kundalini #chakra #chara…
1996,2019-10-13,"If other network cost 6p. If you call jio then jio will be finished 
#Jio"
1997,2019-10-13,"RT @Soyeahhhdarsini: Airtel Wilding
#JioOnIUC #Airtel #Jio https://t.co/1pa5vy9OKp"
1998,2019-10-13,"498 Free Recharge, Jio Free Recharge Offer - There is no doubt that during every festival like Diwali, Dussehra and more Jio announces a new offer for its customers. Recently we saw a 498 Free Recharge offer going viral on social media platforms.  #Jio https://t.co/8C928Vnk43 https://t.co/sVKVe1oHeC"
1999,2019-10-13,RT @BT_India: Reliance Jio breaks its promise; to charge for calls to rival networks #reliancejio #jio #IUC https://t.co/ohkOxJGrTg
2000,2019-10-13,"@JioCare
 #jio network worst in #Gorakhpur very worst made complained many times but no improvement in network, time to switch from jio ??

@reliancejio @JioGenNext #jioslowInternet #JioUsers  #JioOnIUC https://t.co/cgXSfDpXjt"
2001,2019-10-13,"RT @08harshitaa: Feels like @reliancejio @airtelindia @Idea playing high school..!😂 

#JioOnIUC #Airtel #idea #Jio #IUC #marketingdigital #…"
2002,2019-10-13,"K Jio Shan Shana Dhan
.
Customize your Mobile Cover at https://t.co/tDCR2Cav8u
Link In Bio
.
Free Shipping | COD Available | 15 Days Return | No Hidden Charges | Quality Assured
#beyoung #mobilecover #phonecover #customization #Memes #Viralmemes #Bollywoodmemes #Jio #JioCharges https://t.co/mkTxNTx3PF"
2003,2019-10-13,"Not sure why people go with @airtelindia @Airtel_Presence Airtel postpaid, the value for money is zero. Planning to change my Airtel network and DTH to @reliancejio @JioCare. 
#airtel #jio"
2004,2019-10-13,I have been complaining about poor indoor network coverage but the standard reply from customer care is our team is working and we will get it rectified... This has been an ongoing thing since last 6months.. @reliancejio @JioCare #Jio #JioDigitalLife
2005,2019-10-13,"@JioCare I'm surprised to see 🙄
Now @airtelindia doesn't care about their old customers !

I've used #Airtel network for more than decade and I'll always remember those days when we used to pay 10 rs for ~100 mb 2g internet data 🤣

@jiocareindia soon I'll be in touch with you.🙏

#Jio"
2006,2019-10-13,"Simple question to you guys @reliancejio. When Mukesh Ambani launched forever FREE voice calls on #Jio in 2016, didn’t he know that the company has to pay IUC to other operators? And don’t the other operators too have to pay IUC to Jio? It’s a fair game. Don’t drag the customers. https://t.co/1WREa1Sqdn"
2007,2019-10-13,"@reliancejio For me, it’s not about having to pay 6 paise per minute. It’s not much anyway. It’s about a promise you make and then don’t stand by your word. That sucks. Now I feel like #Jio is the cousin of Modi. All the liars in the house."
2008,2019-10-13,I love ❤#Jio @reliancejio #Airtoll😹😹😂 @airtelindia 😜 https://t.co/SKaax4CLxO
2009,2019-10-13,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
2010,2019-10-13,"@reliancejio Simple question to you guys @reliancejio. When Mukesh Ambani launched forever FREE voice calls on #Jio in 2016, didn’t he know that the company has to pay IUC to other operators? And don’t the other operators too have to pay IUC to Jio? It’s a fair game. Don’t drag the customers."
2011,2019-10-13,RT @durgeshsuthar07: #Jio #JioUsers where is your customer care team. I have already data1.46 gb. But your  data speed less then 20kbps.  W…
2012,2019-10-13,"#Jio #JioUsers where is your customer care team. I have already data1.46 gb. But your  data speed less then 20kbps.  Why cheat?
198 no. Is not working. Help
#RelianceJio"
2013,2019-10-13,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
2014,2019-10-13,"RT @behindwoods: How to make #free call from #Jio to other numbers instead of paying 6 paisa/min 

https://t.co/62VtsGvYzs

#6paise #freeca…"
2015,2019-10-13,"RT @behindwoods: How to make #free call from #Jio to other numbers instead of paying 6 paisa/min 

https://t.co/62VtsGvYzs

#6paise #freeca…"
2016,2019-10-13,"How to make #free call from #Jio to other numbers instead of paying 6 paisa/min 

https://t.co/62VtsGvYzs

#6paise #freecalls"
2017,2019-10-13,RT @jkbanga971: @AnkushKapila9 Check kr tabhi toh #minster @ianuragthakur @PMOIndia @nsitharaman @rsprasad  .has full information of #JIo #…
2018,2019-10-13,"RT @Naman_BKN: @aditi2118 Now they #Jio force u to purchase STB and pay fee for TV subscriptions
No Hidden charge with #BSNL"
2019,2019-10-13,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
2020,2019-10-13,"Airtel sa Jio #Jio sa #Airtel 
It means rose is in the garden or rose is in the garden...😒😒😒
#gameonjio
Jai jio🙌🙌"
2021,2019-10-13,"RT @GreenMirchiii: #Jio invitation to customers...
#JioOffers
#JioUsers https://t.co/jSfRJ44RTp"
2022,2019-10-13,"RT @ShantirBhavatu: #Airtel subscribers in India are the happiest, says #Jio chief. https://t.co/5hW2qDfYAO"
2023,2019-10-13,RT @Manali_narkar: 2016 #demoneytization #Jio was free.... 2019 #PMCBankCrisis #Jio RIP🙏😅 I am not at all making any relation between these…
2024,2019-10-13,"#Jio invitation to customers...
#JioOffers
#JioUsers https://t.co/jSfRJ44RTp"
2025,2019-10-13,"Finally I decide sift my #Jio number to @airtelindia @Airtel_Presence Due to wrost service of @reliancejio Network like net speed, call drop and I regularly complained to @JioCare But nothing else! This is irresponsible behavior of #Reliance ! https://t.co/7oBdg3jPAB"
2026,2019-10-13,#Jio's all the #IUC plans are valid only for one week. How unfair.
2027,2019-10-13,"Feels like @reliancejio @airtelindia @Idea playing high school..!😂 

#JioOnIUC #Airtel #idea #Jio #IUC #marketingdigital #branding"
2028,2019-10-13,"Airtel is savage 😂😂
Sach me unlimited pack 😅😅

#Airtel #Jio #JioUsers #airtelthanks https://t.co/AYLEJUOEq7"
2029,2019-10-13,"Jio support you guys to save thousands for month by providing 1-1.5-2gb packs daily, and you cannot help them by 6p/min. Lets help them to get ICU back to 0
#isuppotjio #jio #JioUsers"
2030,2019-10-13,"@JioCare @DoT_India @ketan_bagrecha Just see the reply of #jio every one is getting reply to all corners of india that ""LIMITED NETWORK COVERAGE AT YOUR LOCATION"", After taking money asking every one have patience adding coverage in near future, which will never come. https://t.co/th78TpwFZv"
2031,2019-10-13,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
2032,2019-10-13,"Jio Trolls Idea over IUC, Airtel Trolls Jio Back.

Creative #digital ad war ! #IUC.

Also loved, #Airtel response!

#Advertising #Marketing #Branding #Jio #Idea #MarketingMaverick https://t.co/yvxbQA7nJD"
2033,2019-10-13,"Recently i switch airtel to jio and i am very much disappointed by jio😣.The data speed comes in kb/s  i.e 10-30 kb/s only. 
By this experience i realize that Airtel is best and i am so dumb that i choose jio.
#airtel
#Jio 
#JioDigitalLife #JioUsers #Airtel #MukeshAmbani"
2034,2019-10-13,"RT @mohit_400: *After Watching Jio users reaction on 6p/min*
Ambani-
#JioUsers #jio https://t.co/Sd3gbw7mP0"
2035,2019-10-13,"Which one should I go for..??
.
.
.
@airtelindia_ 
#Jio #JioUsers #MukeshAmbani #earthquake #SRK39Million #Bologuruji https://t.co/PGzFGPkCwP"
2036,2019-10-13,"@JioCare, please understand, I use a different @reliancejio #Jio number.
Now please disconnect 8902713306 permanently. https://t.co/k80CPceO2C"
2037,2019-10-13,"RT @Leo_Knock: Airtel, Idea &amp; Vodafone after watching Jio customers complain 👇
😜😜😜

#Jio https://t.co/9S1V0ypBBl"
2038,2019-10-13,"RT @WeBindas: Now, @reliancejio User will have to Pay 6 paisa/min for Calling other Operators Customers https://t.co/Cm2S6NTra2 #Jio #Relia…"
2039,2019-10-13,"RT @WeBindas: Now, @reliancejio User will have to Pay 6 paisa/min for Calling other Operators Customers https://t.co/Cm2S6NTra2 #Jio #Relia…"
2040,2019-10-13,"Jio new update | Jio IUC Explain

https://t.co/yCo4AEp3XB

#jioiuc
#jio #Android10
#64MPQuadCamBeast
#BoycottJio
#airtel #Vodafone5G 
@YouTubeIndia https://t.co/ULOKPKVSlO"
